,과속방지턱관리번호,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,위도,경도,보차분리여부,연속형여부,과속방지턱설치년도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
872,2020-3000000-06-0083,서울특별시,종로구,북촌로5길 14,서울특별시 종로구 북촌로5길 14,,도로,1,01,10.0,360.0,6.7,01,Y,37.57951883,126.9840633,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
873,2020-3000000-06-0083,서울특별시,종로구,평창11길 73,서울특별시 종로구 평창11길 73,,도로,1,01,10.0,360.0,6.7,01,Y,37.61188654,126.9666992,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
874,2020-3000000-06-0083,서울특별시,종로구,평창21길 15,서울특별시 종로구 평창21길 15,,도로,1,01,10.0,360.0,5.6,01,Y,37.60885641,126.9708215,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
875,2020-3000000-06-0083,서울특별시,종로구,대학로11길 23,서울특별시 종로구 대학로11길 23,,도로,1,01,10.0,360.0,3.5,01,Y,37.58205995,127.0004193,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
876,2020-3000000-06-0083,서울특별시,종로구,대학로11길 9-2,서울특별시 종로구 대학로11길 9-2,,도로,1,03,10.0,360.0,3.5,01,Y,37.58212596,127.0011083,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
877,2020-3000000-06-0083,서울특별시,종로구,율곡로 194,서울특별시 종로구 율곡로 194,,도로,1,01,10.0,360.0,3.9,01,Y,37.57531809,127.0007234,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
878,2020-3000000-06-0083,서울특별시,종로구,낙산성곽서길 95,서울특별시 종로구 낙산성곽서길 95,,도로,1,01,10.0,360.0,10.7,01,Y,37.57659861,127.0083861,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
879,2020-3000000-06-0083,서울특별시,종로구,낙산성곽서길 87,서울특별시 종로구 낙산성곽서길 87,,도로,1,01,10.0,360.0,3.8,01,Y,37.57618559,127.0082288,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
880,2020-3000000-06-0083,서울특별시,종로구,낙산성곽서길 81,서울특별시 종로구 낙산성곽서길 81,,도로,1,01,10.0,360.0,3.8,01,Y,37.57594012,127.0082644,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
881,83,서울특별시,노원구,공릉로58길,,서울 노원구 하계동 163-8,신도봉산식품,1,1,0.1,3.6,5.8,2,Y,37.38080001,127.4242455,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
882,84,서울특별시,노원구,공릉로58길,,서울 노원구 하계동 163-8,이화음악원,1,1,0.1,3.6,2.5,2,Y,37.38081939,127.4258028,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
883,85,서울특별시,노원구,공릉로58길,,서울 노원구 하계동 72-1,청원빌딩,1,1,0.1,3.6,5.6,2,Y,37.38107165,127.4309733,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
884,86,서울특별시,노원구,공릉로58길,,서울 노원구 하계동 64-4,대진고등학교,1,1,0.1,3.8,4.2,2,Y,37.38119928,127.4323363,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
885,87,서울특별시,노원구,공릉로58길,,서울 노원구 하계동 252-12,하계어린이집,1,1,0.09,3.7,4.5,2,Y,37.38132871,127.4349626,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
886,88,서울특별시,노원구,공릉로58길,,서울 노원구 하계동 252-12,국화어린이공원,1,1,0.08,3.7,4.7,2,Y,37.38140152,127.4357545,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
887,89,서울특별시,노원구,공릉로58길,,서울 노원구 하계동 252-12,코오롱마들마을103동,1,1,0.1,3.7,5.1,2,Y,37.38149527,127.4362366,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
888,90,서울특별시,노원구,공릉로58길,,서울 노원구 하계동 252-12,코오롱마들마을103동,1,1,0.08,3.5,6.8,2,Y,37.6373938,127.0744912,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
889,91,서울특별시,노원구,공릉로58마길,,서울 노원구 하계동 65-47,그린캐슬,1,1,0.1,3.7,6,2,Y,37.38122125,127.4355769,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
890,93,서울특별시,노원구,공릉로58마길,,서울 노원구 하계동 65-47,서은빌라,1,1,0.08,3.7,6,2,Y,37.38111394,127.4380568,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
954,261,서울특별시,구로구,도림로20길,서울특별시 구로구 도림로20길 50,,도로,1,1,10.0,360.0,400,2,Y,37.487977,126.893945,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
984,260,서울특별시,구로구,도림로20길,서울특별시 구로구 도림로20길 50,,도로,1,1,10.0,360.0,400,2,Y,37.4882597225,126.8938371289,Y,Y,,서울특별시구로구청,02-860-2455,2020-09-16,3160000.0,서울특별시 구로구
1015,94,서울특별시,노원구,공릉로58마길,,서울 노원구 하계동 65-47,나눔아트센터,1,1,0.08,3.7,6.3,2,Y,37.38107014,127.4388666,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1016,95,서울특별시,노원구,공릉로58마길,,서울 노원구 하계동 78-8,과학기술대학교생활관,1,1,0.0,3.6,4.2,2,Y,37.38107836,127.4407524,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1017,96,서울특별시,노원구,공릉로58마길,,서울 노원구 하계동 78-8,과학기술대학교생활관,1,1,0.0,3.6,4.8,2,Y,37.38110749,127.4418976,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1018,97,서울특별시,노원구,공릉로58마길,,서울 노원구 하계동 65-47,성우파크빌,1,1,0.04,3.6,4,2,Y,37.3813101,127.4400548,N,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1019,98,서울특별시,노원구,공릉로58바길,,서울 노원구 하계동 65-47,금성하우스,1,1,0.06,3.7,6.3,2,Y,37.38112212,127.4385515,Y,N,,노원구청,2116-4106,2020-07-14,3100000.0,서울특별시 노원구
1401,2020-3000000-06-0066,서울특별시,종로구,창신5길 77,서울특별시 종로구 창신5길 77,,도로,1,01,10.0,360.0,4,01,Y,37.574869,127.014542,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1402,2020-3000000-06-0066,서울특별시,종로구,창신5길 73,서울특별시 종로구 창신5길 73,,도로,1,01,10.0,360.0,4,01,Y,37.57477008,127.0138552,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1403,2020-3000000-06-0066,서울특별시,종로구,창신5길 50,서울특별시 종로구 창신5길 50,,도로,1,03,10.0,360.0,5,01,Y,37.57482289,127.0138096,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1404,2020-3000000-06-0066,서울특별시,종로구,창신5길 45,서울특별시 종로구 창신5길 45,,도로,1,01,10.0,360.0,4.5,01,Y,37.57469346,127.0130226,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1405,2020-3000000-06-0066,서울특별시,종로구,지봉로5길 7-5(종로구민회관)(2),서울특별시 종로구 지봉로5길 7-5(종로구민회관)(2),,도로,1,01,7.5,200.0,6,01,Y,37.57463152,127.0127562,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1406,2020-3000000-06-0066,서울특별시,종로구,지봉로5길 7-5(종로구민회관)(1),서울특별시 종로구 지봉로5길 7-5(종로구민회관)(1),,도로,1,01,10.0,360.0,5,01,Y,37.5735002,127.014366,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1407,2020-3000000-06-0065,서울특별시,종로구,지봉로5길 24-3,서울특별시 종로구 지봉로5길 24-3,,도로,1,01,10.0,360.0,3,01,Y,37.5735002,127.014366,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1408,2020-3000000-06-0065,서울특별시,종로구,지봉로5길 20,서울특별시 종로구 지봉로5길 20,,도로,1,01,10.0,360.0,8,01,Y,37.5751067,127.0148779,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1409,2020-3000000-06-0065,서울특별시,종로구,지봉로5길 12,서울특별시 종로구 지봉로5길 12,,도로,1,01,10.0,360.0,4,01,Y,37.57486859,127.0150592,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1410,2020-3000000-06-0065,서울특별시,종로구,종로53길 24,서울특별시 종로구 종로53길 24,,도로,1,01,7.5,200.0,3,01,Y,37.57463676,127.0151251,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1411,2020-3000000-06-0065,서울특별시,종로구,종로53길 18,서울특별시 종로구 종로53길 18,,도로,1,01,7.5,200.0,3,01,Y,37.57326087,127.0137029,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1412,2020-3000000-06-0065,서울특별시,종로구,종로53길 13,서울특별시 종로구 종로53길 13,,도로,1,01,7.5,200.0,3,01,Y,37.57297996,127.0136262,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1413,2020-3000000-06-0065,서울특별시,종로구,종로51가길 9,서울특별시 종로구 종로51가길 9,,도로,1,01,10.0,360.0,4,01,Y,37.57283643,127.012133,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1443,2020-3000000-06-0069,서울특별시,종로구,창신11길 27,서울특별시 종로구 창신11길 27,,도로,1,01,7.5,200.0,3,01,Y,37.57807504,127.0109529,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1444,2020-3000000-06-0069,서울특별시,종로구,낙산성곽동길 70,서울특별시 종로구 낙산성곽동길 70,,도로,1,01,10.0,360.0,4,01,Y,37.57848794,127.0105368,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1445,2020-3000000-06-0069,서울특별시,종로구,낙산성곽동길 64,서울특별시 종로구 낙산성곽동길 64,,도로,1,01,10.0,360.0,4,01,Y,37.57855062,127.0087888,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1446,2020-3000000-06-0069,서울특별시,종로구,낙산성곽동길 61,서울특별시 종로구 낙산성곽동길 61,,도로,1,01,10.0,360.0,5,01,Y,37.5781602,127.0089293,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1447,2020-3000000-06-0068,서울특별시,종로구,낙산성곽동길 60,서울특별시 종로구 낙산성곽동길 60,,도로,1,01,10.0,360.0,4,01,Y,37.5778537,127.0089179,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1448,2020-3000000-06-0068,서울특별시,종로구,낙산성곽동길 6,서울특별시 종로구 낙산성곽동길 6,,도로,1,01,10.0,360.0,5,01,Y,37.57766663,127.0091895,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1449,2020-3000000-06-0068,서울특별시,종로구,낙산성곽동길 57,서울특별시 종로구 낙산성곽동길 57,,도로,1,01,10.0,360.0,4,01,Y,37.57304089,127.0092694,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1450,2020-3000000-06-0068,서울특별시,종로구,낙산성곽동길 53,서울특별시 종로구 낙산성곽동길 53,,도로,1,03,10.0,220.0,3,01,Y,37.57747002,127.009033,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1451,2020-3000000-06-0068,서울특별시,종로구,낙산성곽동길 48,서울특별시 종로구 낙산성곽동길 48,,도로,1,01,10.0,360.0,4,01,Y,37.57722456,127.0090926,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1452,2020-3000000-06-0068,서울특별시,종로구,낙산성곽동길 38,서울특별시 종로구 낙산성곽동길 38,,도로,1,01,7.5,200.0,4,01,Y,37.57661255,127.0093097,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1453,2020-3000000-06-0068,서울특별시,종로구,낙산성곽동길 30,서울특별시 종로구 낙산성곽동길 30,,도로,1,01,10.0,360.0,5,01,Y,37.57588955,127.0091064,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1454,2020-3000000-06-0068,서울특별시,종로구,낙산성곽동길 28,서울특별시 종로구 낙산성곽동길 28,,도로,1,01,10.0,360.0,5,01,Y,37.57528053,127.0092193,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1455,2020-3000000-06-0068,서울특별시,종로구,낙산성곽동길 22,서울특별시 종로구 낙산성곽동길 22,,도로,1,01,10.0,360.0,5,01,Y,37.57506436,127.0092569,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1456,2020-3000000-06-0068,서울특별시,종로구,낙산성곽동길 18,서울특별시 종로구 낙산성곽동길 18,,도로,1,01,10.0,360.0,5,01,Y,37.57456328,127.009338,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1457,2020-3000000-06-0067,서울특별시,종로구,낙산성곽동길 12,서울특별시 종로구 낙산성곽동길 12,,도로,1,01,10.0,360.0,5,01,Y,37.57412519,127.0093961,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1458,2020-3000000-06-0067,서울특별시,종로구,낙산성곽길 10,서울특별시 종로구 낙산성곽길 10,,도로,1,01,10.0,360.0,5,01,Y,37.57362783,127.009267,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1459,2020-3000000-06-0067,서울특별시,종로구,낙산성곽1길 7,서울특별시 종로구 낙산성곽1길 7,,도로,1,01,7.5,200.0,3,01,Y,37.57250873,127.0094647,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1460,2020-3000000-06-0067,서울특별시,종로구,낙산성곽1길 10,서울특별시 종로구 낙산성곽1길 10,,도로,1,01,7.5,200.0,3,01,Y,37.57224175,127.0097453,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1461,2020-3000000-06-0067,서울특별시,종로구,낙산5길 70,서울특별시 종로구 낙산5길 70,,도로,1,01,10.0,360.0,4.5,01,Y,37.57251982,127.009965,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1462,2020-3000000-06-0067,서울특별시,종로구,낙산5길 68,서울특별시 종로구 낙산5길 68,,도로,1,03,10.0,360.0,4.5,01,Y,37.57742186,127.0118299,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1463,2020-3000000-06-0067,서울특별시,종로구,낙산5길 63,서울특별시 종로구 낙산5길 63,,도로,1,01,10.0,360.0,7,01,Y,37.57754546,127.011747,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1464,2020-3000000-06-0067,서울특별시,종로구,낙산5길 50,서울특별시 종로구 낙산5길 50,,도로,1,01,10.0,360.0,6,01,Y,37.57780397,127.0121402,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1465,2020-3000000-06-0067,서울특별시,종로구,낙산5길 33(은행나무어린이집)(1),서울특별시 종로구 낙산5길 33(은행나무어린이집)(1),,도로,1,01,10.0,360.0,5,01,Y,37.578161,127.011261,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1466,2020-3000000-06-0067,서울특별시,종로구,낙산5길 33(은행나무어린이집)(1),서울특별시 종로구 낙산5길 33(은행나무어린이집)(1),,도로,1,01,10.0,360.0,5,01,Y,37.57880306,127.010975,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1467,2020-3000000-06-0066,서울특별시,종로구,낙산5길 22,서울특별시 종로구 낙산5길 22,,도로,1,03,10.0,360.0,5,01,Y,37.57880306,127.010975,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1468,2020-3000000-06-0066,서울특별시,종로구,낙산5길(낙산근린공원),서울특별시 종로구 낙산5길(낙산근린공원),,도로,1,01,10.0,360.0,3,01,Y,37.57932124,127.0106899,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1469,2020-3000000-06-0066,서울특별시,종로구,창신5길 89,서울특별시 종로구 창신5길 89,,도로,1,01,10.0,360.0,4,01,Y,37.579689,127.010743,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1470,2020-3000000-06-0066,서울특별시,종로구,창신5길 84,서울특별시 종로구 창신5길 84,,도로,1,01,10.0,360.0,4,01,Y,37.57495088,127.0145116,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
1471,2020-3000000-06-0070,서울특별시,종로구,창신길 109,서울특별시 종로구 창신길 109,,도로,1,01,10.0,360.0,5,01,Y,37.57758036,127.0095553,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
